Instrument,Implied Volatility,Strike Price,Expiry Date,BID,ASK,CF_LAST,PUTCALLIND
NVDAM152724000.U,44.0015,240.0,2027-01-15,71.95,72.25,68.85,PUT 
NVDAR182622600.U,44.0507,226.0,2026-06-18,53.2,53.8,49.93,PUT 
NVDAX182613400.U,49.1035,134.0,2026-12-18,10.45,10.6,10.23,PUT 
NVDAF172715000.U,50.1957,150.0,2027-06-17,54.65,55.0,53.25,CALL
NVDAF182622700.U,45.2335,227.0,2026-06-18,5.55,5.6,5.3,CALL
NVDAQ152623000.U,43.0802,230.0,2026-05-15,55.3,56.1,55.95,PUT 
NVDAD172637000.U,52.7735,370.0,2026-04-17,0.02,0.03,0.03,CALL
NVDAL182614800.U,49.5526,148.0,2026-12-18,47.7,47.95,46.5,CALL
NVDAL182613600.U,51.1488,136.0,2026-12-18,55.3,55.95,59.59,CALL
NVDAF172713000.U,51.9957,130.0,2027-06-17,66.4,67.1,65.3,CALL
NVDAF182601700.U,174.9243,17.0,2026-06-18,156.95,161.05,163.78,CALL
NVDAF182601800.U,175.6951,18.0,2026-06-18,155.95,160.05,162.85,CALL
NVDAM152702000.U,88.0902,20.0,2027-01-15,0.05,0.09,0.05,PUT 
NVDAA152711000.U,54.9131,110.0,2027-01-15,75.25,76.2,73.65,CALL
NVDAR182602300.U,117.1324,23.0,2026-06-18,0.0,0.04,0.04,PUT 
NVDAL172710000.U,54.9368,100.0,2027-12-17,91.75,92.8,90.6,CALL
NVDAL182615600.U,49.1681,156.0,2026-12-18,43.0,43.25,41.66,CALL
NVDAL172708000.U,58.9023,80.0,2027-12-17,106.5,107.6,106.02,CALL
NVDAR182631000.U,53.2643,310.0,2026-06-18,133.25,135.65,129.63,PUT 
NVDAL152811500.U,51.6313,115.0,2028-12-15,89.65,91.0,89.65,CALL
NVDAL182611200.U,54.4459,112.0,2026-12-18,72.9,73.65,77.58,CALL
NVDAE152609000.U,70.0811,90.0,2026-05-15,86.7,87.6,85.1,CALL
NVDAF182603300.U,133.024,33.0,2026-06-18,140.9,145.65,148.13,CALL
NVDAX172712000.U,49.7117,120.0,2027-12-17,14.3,14.6,14.85,PUT 
NVDAC202633000.U,58.1499,330.0,2026-03-20,0.01,0.03,0.02,CALL
NVDAA152731000.U,46.271,310.0,2027-01-15,5.8,5.95,5.78,CALL
NVDAQ152601500.U,154.1118,15.0,2026-05-15,0.0,0.02,0.02,PUT 
NVDAF182602800.U,138.9314,28.0,2026-06-18,146.15,150.25,152.95,CALL
NVDAM212815000.U,47.7869,150.0,2028-01-21,26.4,26.7,26.9,PUT 
NVDAM212813000.U,48.6607,130.0,2028-01-21,18.25,18.5,18.4,PUT 
NVDAL172712000.U,53.0541,120.0,2027-12-17,78.55,79.5,78.1,CALL
NVDAX172707000.U,55.0331,70.0,2027-12-17,3.35,3.5,3.5,PUT 
NVDAE152608000.U,75.7454,80.0,2026-05-15,96.3,97.35,101.48,CALL
NVDAR182603700.U,100.3343,37.0,2026-06-18,0.04,0.06,0.06,PUT 
NVDAF182638000.U,49.1091,380.0,2026-06-18,0.16,0.17,0.16,CALL
NVDAX182610000.U,53.7855,100.0,2026-12-18,3.55,3.65,3.66,PUT 
NVDAR182603300.U,102.0278,33.0,2026-06-18,0.03,0.05,0.03,PUT 
